pixel,label,predict 
29772,10,10
29773,10,10
29774,10,10
29775,10,10
29776,10,10
29777,10,10
29778,10,10
29779,10,10
29780,10,10
29781,10,10
29782,10,10
29783,10,10
29784,10,10
29785,10,10
29786,10,10
29787,10,10
29788,10,10
29789,10,10
29790,10,10
29791,10,10
29792,10,10
29793,10,10
29794,10,10
29795,10,10
29796,10,10
29797,10,10
29798,10,10
29799,10,10
29800,10,10
29801,10,10
29802,10,10
29803,10,10
29804,10,10
29805,10,10
29806,10,10
29807,10,10
29808,10,10
29809,10,10
29810,10,10
29811,10,10
29812,10,10
29813,10,10
29814,10,10
29815,10,10
29816,10,10
29817,10,10
29818,10,10
29819,10,10
29820,10,10
29821,10,10
29822,10,10
29823,10,10
29824,10,10
29825,10,10
29826,10,10
29827,10,10
29828,10,10
29829,10,10
29830,10,10
29831,10,10
29832,10,10
29833,10,10
29834,10,10
29835,10,10
29836,10,10
29837,10,10
29838,10,10
29839,10,10
29840,10,10
29841,10,10
29842,10,10
29843,10,10
29844,10,10
29845,10,10
29846,10,10
29847,10,10
29848,10,10
29849,10,10
29850,10,10
29851,10,10
29852,10,10
29853,10,10
29854,10,10
29855,10,10
29856,10,10
29857,10,10
29858,10,10
29859,10,10
29860,10,10
29861,10,10
29862,10,10
29863,10,10
29864,10,10
29865,10,10
29866,10,10
29867,10,10
29868,10,10
29869,10,10
29870,10,10
29871,10,10
29872,10,10
29873,10,10
29874,10,10
29875,10,10
29876,10,10
29877,10,10
29878,10,10
29879,10,10
29880,10,10
29881,10,10
29882,10,10
29883,10,10
29884,10,10
29885,10,10
29886,10,10
29887,10,10
29888,10,10
29889,10,10
29890,10,10
29891,10,10
29892,10,10
29893,10,10
29894,10,10
29895,10,10
29896,10,10
29897,10,10
29898,10,10
29899,10,10
29900,10,10
29901,10,10
29902,10,10
29903,10,10
29904,10,10
29905,10,10
29906,10,10
29907,10,10
29908,10,10
29909,10,10
29910,10,10
29911,10,10
29912,10,10
29913,10,10
29914,10,10
29915,10,10
29916,10,10
29917,10,10
29918,10,10
29919,10,10
29920,10,10
29921,10,10
29922,10,10
29923,10,10
29924,10,10
29925,10,10
29926,10,10
29927,10,10
29928,10,10
29929,10,10
29930,10,10
29931,10,10
29932,10,10
29933,10,10
29934,10,10
29935,10,10
29936,10,10
29937,10,10
29938,10,10
29939,10,10
29940,10,10
29941,10,10
29942,10,10
29943,10,10
29944,10,10
29945,10,10
29946,10,10
29947,10,10
29948,10,10
29949,10,10
29950,10,10
29951,10,10
29952,10,10
29953,10,10
29954,10,10
29955,10,10
29956,10,10
29957,10,10
29958,10,10
29959,10,10
29960,10,10
29961,10,10
29962,10,10
29963,10,10
29964,10,10
29965,10,10
29966,10,10
29967,10,10
29968,10,10
29969,10,10
29970,10,10
29971,10,10
29972,10,10
29973,10,10
29974,10,10
29975,10,10
29976,10,10
29977,10,10
29978,10,10
29979,10,10
29980,10,10
29981,10,10
29982,10,10
29983,10,10
29984,10,10
29985,10,10
29986,10,10
29987,10,10
29988,10,10
29989,10,10
29990,10,10
29991,10,10
29992,10,10
29993,10,10
29994,10,10
29995,10,10
29996,10,10
29997,10,10
29998,10,10
29999,10,10
30000,10,10
30001,10,10
30002,10,10
30003,10,10
30004,10,10
30005,10,10
30006,10,10
30007,10,10
30008,10,10
30009,10,10
30010,10,10
30011,10,10
30012,10,10
30013,10,10
30014,10,10
30015,10,10
30016,10,10
30017,10,10
30018,10,10
30019,10,10
30020,10,10
30021,10,10
30022,10,10
30023,10,10
30024,10,10
30025,10,10
30026,10,10
30027,10,10
30028,10,10
30029,10,10
30030,10,10
30031,10,10
30032,10,10
30033,10,10
30034,10,10
30035,10,10
30036,10,10
30037,10,10
30038,10,10
30039,10,10
30040,10,10
30041,10,10
30042,10,10
30043,10,10
30044,10,10
30045,10,10
30046,10,10
30047,10,10
30048,10,10
30049,10,10
30050,10,10
30051,10,10
30052,10,10
30053,10,10
30054,10,10
30055,10,10
30056,10,10
30057,10,10
30058,10,10
30059,10,10
30060,10,10
30061,10,10
30062,10,10
30063,10,10
30064,10,10
30065,10,10
30066,10,10
30067,10,10
30068,10,10
30069,10,10
30070,10,10
30071,10,10
30072,10,10
30073,10,10
30074,10,10
30075,10,10
30076,10,10
30077,10,10
30078,10,10
30079,10,10
30080,10,10
30081,10,10
30082,10,10
30083,10,10
30084,10,10
30085,10,10
30086,10,10
30087,10,10
30088,10,10
30089,10,10
30090,10,10
30091,10,10
30092,10,10
30093,10,10
30094,10,10
30095,10,10
30096,10,10
30097,10,10
30098,10,10
30099,10,10
30100,10,10
30101,10,10
30102,10,10
30103,10,10
30104,10,10
30105,10,10
30106,10,10
30107,10,10
30108,10,10
30109,10,10
30110,10,10
30111,10,10
30112,10,10
30113,10,10
30114,10,10
30115,10,10
30116,10,10
30117,10,10
30118,10,10
30119,10,10
30120,10,10
30121,10,10
30122,10,10
30123,10,10
30124,10,10
30125,10,10
30126,10,10
30127,10,10
30128,10,10
30129,10,10
30130,10,10
30131,10,10
30132,10,10
30133,10,10
30134,10,10
30135,10,10
30136,10,10
30137,10,10
30138,10,10
30139,10,10
30140,10,10
30141,10,10
30142,10,10
30143,10,10
30144,10,10
30145,10,10
30146,10,10
30147,10,10
30148,10,10
30149,10,10
30150,10,10
30151,10,10
30152,10,10
30153,10,10
30154,10,10
30155,10,10
30156,10,10
30157,10,10
30158,10,10
30159,10,10
30160,10,10
30161,10,10
30162,10,10
30163,10,10
30164,10,10
30165,10,10
30166,10,10
30167,10,10
30168,10,10
30169,10,10
30170,10,10
30171,10,10
30172,10,10
30173,10,10
30174,10,10
30175,10,10
30176,10,10
30177,10,10
30178,10,10
30179,10,10
30180,10,10
30181,10,10
30182,10,10
30183,10,10
30184,10,10
30185,10,10
30186,10,10
30187,10,10
30188,10,10
30189,10,10
30190,10,10
30191,10,10
30192,10,10
30193,10,10
30194,10,10
30195,10,10
30196,10,10
30197,10,10
30198,10,10
30199,10,10
30200,10,10
30201,10,10
30202,10,10
30203,10,10
30204,10,10
30205,10,10
30206,10,10
30207,10,10
30208,10,10
30209,10,10
30210,10,10
30211,10,10
30212,10,10
30213,10,10
30214,10,10
30215,10,10
30216,10,10
30217,10,10
30218,10,10
30219,10,10
30220,10,10
30221,10,10
30222,10,10
30223,10,10
30224,10,10
30225,10,10
30226,10,10
30227,10,10
30228,10,10
30229,10,10
30230,10,10
30231,10,10
30232,10,10
30233,10,10
30234,10,10
30235,10,10
30236,10,10
30237,10,10
30238,10,10
30239,10,10
30240,10,10
30241,10,10
30242,10,10
30243,10,10
30244,10,10
30245,10,10
30246,10,10
30247,10,10
30248,10,10
30249,10,10
30250,10,10
30251,10,10
30252,10,10
30253,10,10
30254,10,10
30255,10,10
30256,10,10
30257,10,10
30258,10,10
30259,10,10
30260,10,10
30261,10,10
30262,10,10
30263,10,10
30264,10,10
30265,10,10
30266,10,10
30267,10,10
30268,10,10
30269,10,10
30270,10,10
30271,10,10
30272,10,10
30273,10,10
30274,10,10
30275,10,10
30276,10,10
30277,10,10
30278,10,10
30279,10,10
30280,10,10
30281,10,10
30282,10,10
30283,10,10
30284,10,10
30285,10,10
30286,10,10
30287,10,10
30288,10,10
30289,10,10
30290,10,10
30291,10,10
30292,10,10
30293,10,10
30294,10,10
30295,10,10
30296,10,10
30297,10,10
30298,10,10
30299,10,10
30300,10,10
30301,10,10
30302,10,10
30303,10,10
30304,10,10
30305,10,10
30306,10,10
30307,10,10
30308,10,10
30309,10,10
30310,10,10
30311,10,10
30312,10,10
30313,10,10
30314,10,10
30315,10,10
30316,10,10
30317,10,10
30318,10,10
30319,10,10
30320,10,10
30321,10,10
30322,10,10
30323,10,10
30324,10,10
30325,10,10
30326,10,10
30327,10,10
30328,10,10
30329,10,10
30330,10,10
30331,10,10
30332,10,10
30333,10,10
30334,10,10
30335,10,10
30336,10,10
30337,10,10
30338,10,10
30339,10,10
30340,10,10
30341,10,10
30342,10,10
30343,10,10
30344,10,10
30345,10,10
30346,10,10
30347,10,10
30348,10,10
30349,10,10
30350,10,10
30351,10,10
30352,10,10
30353,10,10
30354,10,10
30355,10,10
30356,10,10
30357,10,10
30358,10,10
30359,10,10
30360,10,10
30361,10,10
30362,10,10
30363,10,10
30364,10,10
30365,10,10
30366,10,10
30367,10,10
30368,10,10
30369,10,10
30370,10,10
30371,10,10
30372,10,10
30373,10,10
30374,10,10
30375,10,10
30376,10,10
30377,10,10
30378,10,10
30379,10,10
30380,10,10
30381,10,10
30382,10,10
30383,10,10
30384,10,10
30385,10,10
30386,10,10
30387,10,10
30388,10,10
30389,10,10
30390,10,10
30391,10,10
30392,10,10
30393,10,10
30394,10,10
30395,10,10
30396,10,10
30397,10,10
30398,10,10
30399,10,10
30400,10,10
30401,10,10
30402,10,10
30403,10,10
30404,10,10
30405,10,10
30406,10,10
30407,10,10
30408,10,10
30409,10,10
30410,10,10
30411,10,10
30412,10,10
30413,10,10
30414,10,10
30415,10,10
30416,10,10
30417,10,10
30418,10,10
30419,10,10
30420,10,10
30421,10,10
30422,10,10
30423,10,10
30424,10,10
30425,10,10
30426,10,10
30427,10,10
30428,10,10
30429,10,10
30430,10,10
30431,10,10
30432,10,10
30433,10,10
30434,10,10
30435,10,10
30436,10,10
30437,10,10
30438,10,10
30439,10,10
30440,10,10
30441,10,10
30442,10,10
30443,10,10
30444,10,10
30445,10,10
30446,10,10
30447,10,10
30448,10,10
30449,10,10
30450,10,10
30451,10,10
30452,10,10
30453,10,10
30454,10,10
30455,10,10
30456,10,10
30457,10,10
30458,10,10
30459,10,10
30460,10,10
30461,10,10
30462,10,10
30463,10,10
30464,10,10
30465,10,10
30466,10,10
30467,10,10
30468,10,10
30469,10,10
30470,10,10
30471,10,10
30472,10,10
30473,10,10
30474,10,10
30475,10,10
30476,10,10
30477,10,10
30478,10,10
30479,10,10
30480,10,10
30481,10,10
30482,10,10
30483,10,10
30484,10,10
30485,10,10
30486,10,10
30487,10,10
30488,10,10
30489,10,10
30490,10,10
30491,10,10
30492,10,10
30493,10,10
30494,10,10
30495,10,10
30496,10,10
30497,10,10
30498,10,10
30499,10,10
30500,10,10
30501,10,10
30502,10,10
30503,10,10
30504,10,10
30505,10,10
30506,10,10
30507,10,10
30508,10,10
30509,10,10
30510,10,10
30511,10,10
30512,10,10
30513,10,10
30514,10,10
30515,10,10
30516,10,10
30517,10,10
30518,10,10
30519,10,10
30520,10,10
30521,10,10
30522,10,10
30523,10,10
30524,10,10
30525,10,10
30526,10,10
30527,10,10
30528,10,10
30529,10,10
30530,10,10
30531,10,10
30532,10,10
30533,10,10
30534,10,10
30535,10,10
30536,10,10
30537,10,10
30538,10,10
30539,10,10
30540,10,10
30541,10,10
30542,10,10
30543,10,10
30544,10,10
30545,10,10
30546,10,10
30547,10,10
30548,10,10
30549,10,10
30550,10,10
30551,10,10
30552,10,10
30553,10,10
30554,10,10
30555,10,10
30556,10,10
30557,10,10
30558,10,10
30559,10,10
30560,10,10
30561,10,10
30562,10,10
30563,10,10
30564,10,10
30565,10,10
30566,10,10
30567,10,10
30568,10,10
30569,10,10
30570,10,10
30571,10,10
30572,10,10
30573,10,10
30574,10,10
30575,10,10
30576,10,10
30577,10,10
30578,10,10
30579,10,10
30580,10,10
30581,10,10
30582,10,10
30583,10,10
30584,10,10
30585,10,10
30586,10,10
30587,10,10
30588,10,10
30589,10,10
30590,10,10
30591,10,10
30592,10,10
30593,10,10
30594,10,10
30595,10,10
30596,10,10
30597,10,10
30598,10,10
30599,10,10
30600,10,10
30601,10,10
30602,10,10
30603,10,10
30604,10,10
30605,10,10
30606,10,10
30607,10,10
30608,10,10
30609,10,10
30610,10,10
30611,10,10
30612,10,10
30613,10,10
30614,10,10
30615,10,10
30616,10,10
30617,10,10
30618,10,10
30619,10,10
30620,10,10
30621,10,10
30622,10,10
30623,10,10
30624,10,10
30625,10,10
30626,10,10
30627,10,10
30628,10,10
30629,10,10
30630,10,10
30631,10,10
30632,10,10
30633,10,10
30634,10,10
30635,10,10
30636,10,10
30637,10,10
30638,10,10
30639,10,10
30640,10,10
30641,10,10
30642,10,10
30643,10,10
30644,10,10
30645,10,10
30646,10,10
30647,10,10
30648,10,10
30649,10,10
30650,10,10
30651,10,10
30652,10,10
30653,10,10
30654,10,10
30655,10,10
30656,10,10
30657,10,10
30658,10,10
30659,10,10
30660,10,10
30661,10,10
30662,10,10
30663,10,10
30664,10,10
30665,10,10
30666,10,10
30667,10,10
30668,10,10
30669,10,10
30670,10,10
30671,10,10
30672,10,10
30673,10,10
30674,10,10
30675,10,10
30676,10,10
30677,10,10
30678,10,10
30679,10,10
30680,10,10
30681,10,10
30682,10,10
30683,10,10
30684,10,10
30685,10,10
30686,10,10
30687,10,10
30688,10,10
30689,10,10
30690,10,10
30691,10,10
30692,10,10
30693,10,10
30694,10,10
30695,10,10
30696,10,10
30697,10,10
30698,10,10
30699,10,10
30700,10,10
30701,10,10
30702,10,10
30703,10,10
30704,10,10
30705,10,10
30706,10,10
30707,10,10
30708,10,10
30709,10,10
30710,10,10
30711,10,10
30712,10,10
30713,10,10
30714,10,10
30715,10,10
30716,10,10
30717,10,10
30718,10,10
30719,10,10
30720,10,10
30721,10,10
30722,10,10
30723,10,10
30724,10,10
30725,10,10
30726,10,10
30727,10,10
30728,10,10
30729,10,10
30730,10,10
30731,10,10
30732,10,10
30733,10,10
30734,10,10
30735,10,10
30736,10,10
30737,10,10
30738,10,10
30739,10,10
30740,10,10
30741,10,10
30742,10,10
30743,10,10
30744,10,10
30745,10,10
30746,10,10
30747,10,10
30748,10,10
30749,10,10
30750,10,10
30751,10,10
30752,10,10
30753,10,10
30754,10,10
30755,10,10
30756,10,10
30757,10,10
30758,10,10
30759,10,10
30760,10,10
30761,10,10
30762,10,10
30763,10,10
30764,10,10
30765,10,10
30766,10,10
30767,10,10
30768,10,10
30769,10,10
30770,10,10
30771,10,10
30772,10,10
30773,10,10
30774,10,10
30775,10,10
30776,10,10
30777,10,10
30778,10,10
30779,10,10
30780,10,10
30781,10,10
30782,10,10
30783,10,10
30784,10,10
30785,10,10
30786,10,10
30787,10,10
30788,10,10
30789,10,10
30790,10,10
30791,10,10
30792,10,10
30793,10,10
30794,10,10
30795,10,10
30796,10,10
30797,10,10
30798,10,10
30799,10,10
30800,10,10
30801,10,10
30802,10,10
30803,10,10
30804,10,10
30805,10,10
30806,10,10
30807,10,10
30808,10,10
30809,10,10
30810,10,10
30811,10,10
30812,10,10
30813,10,10
30814,10,10
30815,10,10
30816,10,10
30817,10,10
30818,10,10
30819,10,10
30820,10,10
30821,10,10
30822,10,10
30823,10,10
30824,10,10
30825,10,10
30826,10,10
30827,10,10
30828,10,10
30829,10,10
30830,10,10
30831,10,10
30832,10,10
30833,10,10
30834,10,10
30835,10,10
30836,10,10
30837,10,10
30838,10,10
30839,10,10
30840,10,10
30841,10,10
30842,10,10
30843,10,10
30844,10,10
30845,10,10
30846,10,10
30847,10,10
30848,10,10
30849,10,10
30850,10,10
30851,10,10
30852,10,10
30853,10,10
30854,10,10
30855,10,10
30856,10,10
30857,10,10
30858,10,10
30859,10,10
30860,10,10
30861,10,10
30862,10,10
30863,10,10
30864,10,10
30865,10,10
30866,10,10
30867,10,10
30868,10,10
30869,10,10
30870,10,10
30871,10,10
30872,10,10
30873,10,10
30874,10,10
30875,10,10
30876,10,10
30877,10,10
30878,10,10
30879,10,10
30880,10,10
30881,10,10
30882,10,10
30883,10,10
30884,10,10
30885,10,10
30886,10,10
30887,10,10
30888,10,10
30889,10,10
30890,10,10
30891,10,10
30892,10,10
30893,10,10
30894,10,10
30895,10,10
30896,10,10
30897,10,10
30898,10,10
30899,10,10
30900,10,10
30901,10,10
30902,10,10
30903,10,10
30904,10,10
30905,10,10
30906,10,10
30907,10,10
30908,10,10
30909,10,10
30910,10,10
30911,10,10
30912,10,10
30913,10,10
30914,10,10
30915,10,10
30916,10,10
30917,10,10
30918,10,10
30919,10,10
30920,10,10
30921,10,10
30922,10,10
30923,10,10
30924,10,10
30925,10,10
30926,10,10
30927,10,10
30928,10,10
30929,10,10
30930,10,10
30931,10,10
30932,10,10
30933,10,10
30934,10,10
30935,10,10
30936,10,10
30937,10,10
30938,10,10
30939,10,10
30940,10,10
30941,10,10
30942,10,10
30943,10,10
30944,10,10
30945,10,10
30946,10,10
30947,10,10
30948,10,10
30949,10,10
30950,10,10
30951,10,10
30952,10,10
30953,10,10
30954,10,10
30955,10,10
30956,10,10
30957,10,10
30958,10,10
30959,10,10
30960,10,10
30961,10,10
30962,10,10
30963,10,10
30964,10,10
30965,10,10
30966,10,10
30967,10,10
30968,10,10
30969,10,10
30970,10,10
30971,10,10
30972,10,10
30973,10,10
30974,10,10
30975,10,10
30976,10,10
30977,10,10
30978,10,10
30979,10,10
30980,10,10
30981,10,10
30982,10,10
30983,10,10
30984,10,10
30985,10,10
30986,10,10
30987,10,10
30988,10,10
30989,10,10
30990,10,10
30991,10,10
30992,10,10
30993,10,10
30994,10,10
30995,10,10
30996,10,10
30997,10,10
30998,10,10
30999,10,10
31000,10,10
31001,10,10
31002,10,10
31003,10,10
31004,10,10
31005,10,10
31006,10,10
31007,10,10
31008,10,10
31009,10,10
31010,10,10
31011,10,10
31012,10,10
31013,10,10
31014,10,10
31015,10,10
31016,10,10
31017,10,10
31018,10,10
31019,10,10
31020,10,10
31021,10,10
31022,10,10
31023,10,10
31024,10,10
31025,10,10
31026,10,10
31027,10,10
31028,10,10
31029,10,10
31030,10,10
31031,10,10
31032,10,10
31033,10,10
31034,10,10
31035,10,10
31036,10,10
31037,10,10
31038,10,10
31039,10,10
31040,10,10
31041,10,10
31042,10,10
31043,10,10
31044,10,10
31045,10,10
31046,10,10
31047,10,10
31048,10,10
31049,10,10
31050,10,10
31051,10,10
31052,10,10
31053,10,10
31054,10,10
31055,10,10
31056,10,10
31057,10,10
31058,10,10
31059,10,10
31060,10,10
31061,10,10
31062,10,10
31063,10,10
31064,10,10
31065,10,10
31066,10,10
31067,10,10
31068,10,10
31069,10,10
31070,10,10
31071,10,10
31072,10,10
31073,10,10
31074,10,10
31075,10,10
31076,10,10
31077,10,10
31078,10,10
31079,10,10
31080,10,10
31081,10,10
31082,10,10
31083,10,10
31084,10,10
31085,10,10
31086,10,10
31087,10,10
31088,10,10
31089,10,10
31090,10,10
31091,10,10
31092,10,10
31093,10,10
31094,10,10
31095,10,10
31096,10,10
31097,10,10
31098,10,10
31099,10,10
31100,10,10
31101,10,10
31102,10,10
31103,10,10
31104,10,10
31105,10,10
31106,10,10
31107,10,10
31108,10,10
31109,10,10
31110,10,10
31111,10,10
31112,10,10
31113,10,10
31114,10,10
31115,10,10
31116,10,10
31117,10,10
31118,10,10
31119,10,10
31120,10,10
31121,10,10
31122,10,10
31123,10,10
31124,10,10
31125,10,10
31126,10,10
31127,10,10
31128,10,10
31129,10,10
31130,10,10
31131,10,10
31132,10,10
31133,10,10
31134,10,10
31135,10,10
31136,10,10
31137,10,10
31138,10,10
31139,10,10
31140,10,10
31141,10,10
31142,10,10
31143,10,10
31144,10,10
31145,10,10
31146,10,10
31147,10,10
31148,10,10
31149,10,10
31150,10,10
31151,10,10
31152,10,10
31153,10,10
31154,10,10
31155,10,10
31156,10,10
31157,10,10
31158,10,10
31159,10,10
31160,10,10
31161,10,10
31162,10,10
31163,10,10
31164,10,10
31165,10,10
31166,10,10
31167,10,10
31168,10,10
31169,10,10
31170,10,10
31171,10,10
31172,10,10
31173,10,10
31174,10,10
31175,10,10
31176,10,10
31177,10,10
31178,10,10
31179,10,10
31180,10,10
31181,10,10
31182,10,10
31183,10,10
31184,10,10
31185,10,10
31186,10,10
31187,10,10
31188,10,10
31189,10,10
31190,10,10
31191,10,10
31192,10,10
31193,10,10
31194,10,10
31195,10,10
31196,10,10
31197,10,10
31198,10,10
31199,10,10
31200,10,10
31201,10,10
31202,10,10
31203,10,10
31204,10,10
31205,10,10
31206,10,10
31207,10,10
31208,10,10
31209,10,10
31210,10,10
31211,10,10
31212,10,10
31213,10,10
31214,10,10
31215,10,10
31216,10,10
31217,10,10
31218,10,10
31219,10,10
31220,10,10
31221,10,10
31222,10,10
31223,10,10
31224,10,10
31225,10,10
31226,10,10
31227,10,10
31228,10,10
31229,10,10
31230,10,10
31231,10,10
31232,10,10
31233,10,10
31234,10,10
31235,10,10
31236,10,10
31237,10,10
31238,10,10
31239,10,10
31240,10,10
31241,10,10
31242,10,10
31243,10,10
31244,10,10
31245,10,10
31246,10,10
31247,10,10
31248,10,10
31249,10,10
31250,10,10
31251,10,10
31252,10,10
31253,10,10
31254,10,10
31255,10,10
31256,10,10
31257,10,10
31258,10,10
31259,10,10
31260,10,10
31261,10,10
31262,10,10
31263,10,10
31264,10,10
31265,10,10
31266,10,10
31267,10,10
31268,10,10
31269,10,10
31270,10,10
31271,10,10
31272,10,10
31273,10,10
31274,10,10
31275,10,10
31276,10,10
31277,10,10
31278,10,10
31279,10,10
31280,10,10
31281,10,10
31282,10,10
31283,10,10
31284,10,10
31285,10,10
31286,10,10
31287,10,10
31288,10,10
31289,10,10
31290,10,10
31291,10,10
31292,10,10
31293,10,10
31294,10,10
31295,10,10
31296,10,10
31297,10,10
31298,10,10
31299,10,10
31300,10,10
31301,10,10
31302,10,10
31303,10,10
31304,10,10
31305,10,10
31306,10,10
31307,10,10
31308,10,10
31309,10,10
31310,10,10
31311,10,10
31312,10,10
31313,10,10
31314,10,10
31315,10,10
31316,10,10
31317,10,10
31318,10,10
31319,10,10
31320,10,10
31321,10,10
31322,10,10
31323,10,10
31324,10,10
31325,10,10
31326,10,10
31327,10,10
31328,10,10
31329,10,10
31330,10,10
31331,10,10
31332,10,10
31333,10,10
31334,10,10
31335,10,10
31336,10,10
31337,10,10
31338,10,10
31339,10,10
31340,10,10
31341,10,10
31342,10,10
31343,10,10
31344,10,10
31345,10,10
31346,10,10
31347,10,10
31348,10,10
31349,10,10
31350,10,10
31351,10,10
31352,10,10
31353,10,10
31354,10,10
31355,10,10
31356,10,10
31357,10,10
31358,10,10
31359,10,10
31360,10,10
31361,10,10
31362,10,10
31363,10,10
31364,10,10
31365,10,10
31366,10,10
31367,10,10
31368,10,10
31369,10,10
31370,10,10
31371,10,10
31372,10,10
31373,10,10
31374,10,10
31375,10,10
31376,10,10
31377,10,10
31378,10,10
31379,10,10
31380,10,10
31381,10,10
31382,10,10
31383,10,10
31384,10,10
31385,10,10
31386,10,10
31387,10,10
31388,10,10
31389,10,10
31390,10,10
31391,10,10
31392,10,10
31393,10,10
31394,10,10
31395,10,10
31396,10,10
31397,10,10
31398,10,10
31399,10,10
31400,10,10
31401,10,10
31402,10,10
31403,10,10
31404,10,10
31405,10,10
31406,10,10
31407,10,10
31408,10,10
31409,10,10
31410,10,10
31411,10,10
31412,10,10
31413,10,10
31414,10,10
31415,10,10
31416,10,10
31417,10,10
31418,10,10
31419,10,10
31420,10,10
31421,10,10
31422,10,10
31423,10,10
31424,10,10
31425,10,10
31426,10,10
31427,10,10
31428,10,10
31429,10,10
31430,10,10
31431,10,10
31432,10,10
31433,10,10
31434,10,10
31435,10,10
31436,10,10
31437,10,10
31438,10,10
31439,10,10
31440,10,10
31441,10,10
31442,10,10
31443,10,10
31444,10,10
31445,10,10
31446,10,10
31447,10,10
31448,10,10
31449,10,10
31450,10,10
31451,10,10
31452,10,10
31453,10,10
31454,10,10
31455,10,10
31456,10,10
31457,10,10
31458,10,10
31459,10,10
31460,10,10
31461,10,10
31462,10,10
31463,10,10
31464,10,10
31465,10,10
31466,10,10
31467,10,10
31468,10,10
31469,10,10
31470,10,10
31471,10,10
31472,10,10
31473,10,10
31474,10,10
31475,10,10
31476,10,10
31477,10,10
31478,10,10
31479,10,10
31480,10,10
31481,10,10
31482,10,10
31483,10,10
31484,10,10
31485,10,10
31486,10,10
31487,10,10
31488,10,10
31489,10,10
31490,10,10
31491,10,10
31492,10,10
31493,10,10
31494,10,10
31495,10,10
31496,10,10
31497,10,10
31498,10,10
31499,10,10
31500,10,10
31501,10,10
31502,10,10
31503,10,10
31504,10,10
31505,10,10
31506,10,10
31507,10,10
31508,10,10
31509,10,10
31510,10,10
31511,10,10
31512,10,10
31513,10,10
31514,10,10
31515,10,10
31516,10,10
31517,10,10
31518,10,10
31519,10,10
31520,10,10
31521,10,10
31522,10,10
31523,10,10
31524,10,10
31525,10,10
31526,10,10
31527,10,10
31528,10,10
31529,10,10
31530,10,10
31531,10,10
31532,10,10
31533,10,10
31534,10,10
31535,10,10
31536,10,10
31537,10,10
31538,10,10
31539,10,10
31540,10,10
31541,10,10
31542,10,10
31543,10,10
31544,10,10
31545,10,10
31546,10,10
31547,10,10
31548,10,10
31549,10,10
31550,10,10
31551,10,10
31552,10,10
31553,10,10
31554,10,10
31555,10,10
31556,10,10
31557,10,10
31558,10,10
31559,10,10
31560,10,10
31561,10,10
31562,10,10
31563,10,10
31564,10,10
31565,10,10
31566,10,10
31567,10,10
31568,10,10
31569,10,10
31570,10,10
31571,10,10
31572,10,10
31573,10,10
31574,10,10
31575,10,10
31576,10,10
31577,10,10
31578,10,10
31579,10,10
31580,10,10
31581,10,10
31582,10,10
31583,10,10
31584,10,10
31585,10,10
31586,10,10
31587,10,10
31588,10,10
31589,10,10
31590,10,10
31591,10,10
31592,10,10
31593,10,10
31594,10,10
31595,10,10
31596,10,10
31597,10,10
31598,10,10
31599,10,10
31600,10,10
31601,10,10
31602,10,10
31603,10,10
31604,10,10
31605,10,10
31606,10,10
31607,10,10
31608,10,10
31609,10,10
31610,10,10
31611,10,10
31612,10,10
31613,10,10
31614,10,10
31615,10,10
31616,10,10
31617,10,10
31618,10,10
31619,10,10
31620,10,10
31621,10,10
31622,10,10
31623,10,10
31624,10,10
31625,10,10
31626,10,10
31627,10,10
31628,10,10
31629,10,10
31630,10,10
31631,10,10
31632,10,10
31633,10,10
31634,10,10
31635,10,10
31636,10,10
31637,10,10
31638,10,10
31639,10,10
31640,10,10
31641,10,10
31642,10,10
31643,10,10
31644,10,10
31645,10,10
31646,10,10
31647,10,10
31648,10,10
31649,10,10
31650,10,10
31651,10,10
31652,10,10
31653,10,10
31654,10,10
31655,10,10
31656,10,10
31657,10,10
31658,10,10
31659,10,10
31660,10,10
31661,10,10
31662,10,10
31663,10,10
31664,10,10
31665,10,10
31666,10,10
31667,10,10
31668,10,10
31669,10,10
31670,10,10
31671,10,10
31672,10,10
31673,10,10
31674,10,10
31675,10,10
31676,10,10
31677,10,10
31678,10,10
31679,10,10
31680,10,10
31681,10,10
31682,10,10
31683,10,10
31684,10,10
31685,10,10
31686,10,10
31687,10,10
31688,10,10
31689,10,10
31690,10,10
31691,10,10
31692,10,10
31693,10,10
31694,10,10
31695,10,10
31696,10,10
31697,10,10
31698,10,10
31699,10,10
31700,10,10
31701,10,10
31702,10,10
31703,10,10
31704,10,10
31705,10,10
31706,10,10
31707,10,10
31708,10,10
31709,10,10
31710,10,10
31711,10,10
31712,10,10
31713,10,10
31714,10,10
31715,10,10
31716,10,10
31717,10,10
31718,10,10
31719,10,10
31720,10,10
31721,10,10
31722,10,10
31723,10,10
31724,10,10
31725,10,10
31726,10,10
31727,10,10
31728,10,10
31729,10,10
31730,10,10
31731,10,10
31732,10,10
31733,10,10
31734,10,10
31735,10,10
31736,10,10
31737,10,10
31738,10,10
31739,10,10
31740,10,10
31741,10,10
31742,10,10
31743,10,10
31744,10,10
31745,10,10
31746,10,10
31747,10,10
31748,10,10
31749,10,10
31750,10,10
31751,10,10
31752,10,10
31753,10,10
31754,10,10
31755,10,10
31756,10,10
31757,10,10
31758,10,10
31759,10,10
31760,10,10
31761,10,10
31762,10,10
31763,10,10
31764,10,10
31765,10,10
31766,10,10
31767,10,10
31768,10,10
31769,10,10
